10.00000000000002,-0.7113928755877339
11.05209851505235,-0.78753078584532332
12.214888158642214,-0.86932186415648971
13.50001472796599,-0.95989162645733472
14.920349272813779,-1.0603791129382643
16.490117004212728,-1.171516542953011
18.225039765529868,-1.2956410325262198
20.142493492938229,-1.4322800853367852
22.261682242275381,-1.5818914248509657
24.603830525241879,-1.7481641805739514
27.192395881262499,-1.9319180243081604
30.053303814001666,-2.1352730849069985
33.215207445514402,-2.3566948669625276
36.709774488572478,-2.6066034541006147
40.572004411305812,-2.8794027794788732
44.840578970688952,-3.1810272448235608
49.558249625603857,-3.5151580363746264
54.772265709572913,-3.883208186069373
60.534847651482309,-4.2907542437840256
66.903709983786655,-4.7393171821661895
73.94263937632995,-5.2338868896137853
81.722133485018702,-5.7814805109448457
90.320107013668348,-6.3835253573250128
99.822672060513142,-7.0480034057724481
110.3250005648554,-7.7811356408880528
121.9322774915987,-8.5861715806668428
134.76075430018466,-9.4724033346626584
148.93891324884012,-10.445802353083419
164.60875419510154,-11.516537483101295
181.92721678042955,-12.687405259946829
201.06775224265888,-13.969242106242707
222.22206059860022,-15.369657044904713
245.60201059536604,-16.895546259988464
271.44176165949091,-18.552855368780115
300.00010909600513,-20.345025457150044
331.56307602554949,-22.278414841860908
366.44677801881579,-24.35582996181865
405.00058911874646,-26.574209248063404
447.6106409594621,-28.924783309481271
494.70369002696924,-31.40423569772463
546.75139179379755,-33.996782370391244
604.27502453470299,-36.688774678952498
667.85071013432071,-39.452977544488348
738.11518417521631,-42.273701169300416
815.7721730960485,-45.114028792261649
901.5994422895858,-47.957461684443118
996.45658573007404,-50.761031686746378
1101.2936351461465,-53.51565876607566
1217.1605749635321,-56.189138379309348
1345.2178583134705,-58.757231142605022
1486.7480294288168,-61.210142857744373
1643.1685688307205,-63.528971036938231
1816.0460899554685,-65.715626348756928
2007.1120294063423,-67.762477782351979
2218.2799879745503,-69.658649486062046
2451.6648961063852,-71.426983086436351
2709.6041957663292,-73.039399269590092
2994.6812508408639,-74.53822216834368
3309.7512205473363,-75.909972051180262
3657.969654980383,-77.161701167549751
4042.8240991915213,-78.30714407065426
4468.1690223292389,-79.359065739690195
4938.264421668785,-80.306087604117408
5457.81848816613,-81.165798770877217
6032.0347608486099,-81.954899474194121
6666.6642423118956,-82.641909800842342
7368.0629972807765,-83.299399287023476
8143.2558111058925,-83.855343713431736
9000.0065457614692,-84.392387811231117
9946.8958979871677,-84.81977845720354
10993.40733835241,-85.29691716994688
12150.022091956998,-85.665290183716422
13428.324112037108,-86.019022279776053
14841.116097828672,-86.30225910933359
16402.547718653164,-86.59893714308447
18128.257328440151,-86.803907945908179
20035.528590013993,-87.13621231196943
22143.463577798237,-87.275910753620124
24473.174092629914,-87.515169662597231
27047.993104777252,-87.549428660258656
29893.708442845422,-88.051741015108732
33038.821069057958,-88.052130508204527
36514.830527641498,-88.035825303147931
40356.550425193396,-88.316663018404256
44602.457102691478,-88.425700496383087
49295.074991234163,-88.474783217721438
54481.402511001288,-88.355335275848631
60213.382778980536,-88.378384503357566
66548.423839784838,-88.809878813682218
73549.973629875967,-88.844725728963027
81288.155433688997,-89.13040383734328
89840.470196001814,-88.339771418880034
99292.572724483442,-89.271053042642436
109739.129556399,-88.742636968419276
121284.76708134124,-89.232306316173208
134045.11941581589,-88.794964393756914
148147.98652455522,-87.24367486761642
163734.61418760291,-89.221188824721835
180961.1086325474,-90.057874972549143
200000,-88.295240345980574
